Date,Year-Month,Title,Review
14/06/2024,01/06/2024,What a nightmare! Please be wary of the positives…,"Please be wary of the positives reviews. This is LONG! Unfortunately I fall under the “should be no star” reviews. I called today - 14.06.24 at 11:03. This was after trying to use the App which is rubbish, but now rather telling of this company as they are the same.  I tried to use the chat - luckily I got the number I needed from them of whom to contact. So… I put my heating on last night and on switching it off -E1 code came up. I topped up the pressure. Now the boiler is 11 years old but is still functioning. Today when I woke up at 6 am, I noticed the boiler pressure had dropped again to E1 and has since done x3 times in the space of 3 hours (after being topped up each time). My partner noticed the carpet in the hall was soaked and we noticed a leak from the radiator. We have made an attempt to turn off but there is water is dripping out and it is next to an electrical point. We have pulled back the carpet and underlay and the floor was soaked. We dried it off and have a dehumidifier set up.  This is relevant because once I managed to get through to someone at 24/7 I explained all this to them. They advised they could arrange a call out and that it would be a £95 call out fee. I accepted, paid and then got told that someone would be out tomorrow on 15.06.24 between 10-18:00 with a 30min call beforehand. I advised this was not suitable and what I was told,  as I would class this an an emergency - it’s an uncontainable leak!!! Plus the employee on the phone never indicated that it would be the next day on the call. The phone went silent and then there was a dead tone. I called back and got advised that 24/7 had no engineers available. Sorry - they do have engineers in the area but they are full. The also advised their policy is 24hours! So I explained they have until 11:03 on the 15.06.24 then! They couldn’t care less. I wouldn’t trust them to empty a bath let alone run one. I advised I would have to call a plumber as this is an emergency. They just kept sticking to to the “24 hour policy” jargon. I told them this pointless conversation was cutting into my time to get a plumber so they should cancel the call out and refund the payment. I was told this refund would be between 5-7 days. I ended the call and I found an emergency plumber which is now going to cost me over £200 for a call out but they will be here before 4pm today. During that call I noticed I had three voicemails from 247 - all very difficult to understand due to the background noice, but I did make out they wanted me to call back and confirm if I wanted the call to be cancelled and refunded. I called back and the person I spoke with said it had been cancelled and the refund would be 7-10 days! 3 people at 24/7 and it wasn’t sorted.  At this point - I wouldn’t trust them with being able to tell the difference between a bath and a shower! I pay £14.95 a month for this and now I am out of pocket and I have had zero service provided for.  24/7 rescue????? More like “how do you spell rescue”! Shocking company. And I better get refunded! I can’t want to not have to be with this company anymore. I may add that my per month amount went from £6.95 per month to £14.95 the next year and I didn’t get a service in my first year as they have no availability so the they didn’t provide the boiler check in the first year. And a little nod to 24/7 - no, before you ask… i won’t provide my policy number here as it goes against GDPR as I’m pretty sure you “won’t be able to find my details”…. Your gold standard response. "
14/06/2024,01/06/2024,Easy to do business with ,"Very helpful and easy to deal with,all explained clear and very polite would recommend "
14/06/2024,01/06/2024,Easy process and great customer service.,Easy process and great customer service.
14/06/2024,01/06/2024,Engineers are great but call centre not so.,"Engineers are great but 24/7 lose a star due to constant calls before a booked appointment to say ""there's someone available in the area today"". Just have a checkbox when booking to say you're happy with earlier appointments if they become available."
14/06/2024,01/06/2024,Miss selling deceitful organisation ,"Warning for anyone considering using these charlatans….steer clear. Not only did I wait 4 weeks for an engineer to come out, but they tell you that you’re covered then try to wriggle out of paying for repairs due to small print in the contract. Currently in comms with the ombudsman for compensation. "
14/06/2024,01/06/2024,Boiler service,Jack arrived yesterday to service my boiler and was very polite very efficient also friendly a credit to your company 
14/06/2024,01/06/2024,I have just paid to cancel my contract…,I have just paid to cancel my contract it would take me to long to list all that’s happened but I will say I have never dealt with a bigger load of cowboys DO NOT USE THEM
14/06/2024,01/06/2024,"Good reliable service,prompt and polite","Good reliable service,prompt and polite "
14/06/2024,01/06/2024,Really disappointed,"Really disappointed, my first call regarding my electrical shower that is not working properly, I was informed that 24/7 does not have this service, what a joke. When we buy this service, we  expect everything is covered and we will have peace of mind to call if any problem under our roof happen. Not the case. Very very disappointed and I will cancel this service, useless for me on my first call. "
14/06/2024,01/06/2024,Professional ,"Very polite, professional gave a good service and gave advice on further improvements. "
14/06/2024,01/06/2024,Great,"Great, no issues."
14/06/2024,01/06/2024,The engineers who attended was friendly…,The engineers who attended was friendly and looked very knowledgeable and did a clean job.
14/06/2024,01/06/2024,I almost did not go with this company…,"I almost did not go with this company purely on the basis that they called me instantly before I'd even had a chance to consider. Literally seconds. When I didn't pick up the first time, they rang again straight away. My advice, don't put your phone number in there or they will try to hard sell it. Fact is, I got a better price from looking around than they offered on the phone. I've been with Homeserve for years but it's too expensive, this was affordable, I've seen the reviews and they seem generally good however we shall see. Not impressed with them calling aggressively. "
14/06/2024,01/06/2024,He was polite,"He was polite, courteous and good at his job. Offered him a drink but he didn't want oen"
15/06/2024,01/06/2024,Engineer very efficient pleased with job,Engineer very efficient pleased with job 
15/06/2024,01/06/2024,Very good job,Very good job
15/06/2024,01/06/2024,Good service ,Nice guy. Good service 
15/06/2024,01/06/2024,Great feedback for jack who was a very…,Great feedback for jack who was a very helpful engineer 
15/06/2024,01/06/2024,Job well done!,Andrew Dooley provided great service. He fixed the issue and rang me to inform me of what the issue was and what he did to resolve it. Job well done!
15/06/2024,01/06/2024,The engineer was very good carry out the work well ,The engineer was very good he carries out the work very well he was very helpful and respect our home. 
15/06/2024,01/06/2024,Helpful information from staff member …,"Member of staff was helpful and made terms clear.  Completed the application process for me, saving me a struggle with the website."
15/06/2024,01/06/2024,Scam,"ScamThey took money out my bank after my policy was cancelled, i have email evidence of the cancellation, my bank tried to get the refund but the other company attached on 24/7 Home Rescue (VP Collections LTD) challenged it so making it impossible for my bank to carry on, so it's a small claims court. so the scam is they hope you won't go through with it!! but oh i look forward to it!!  also none stop hassle of calls, as well as emails and text saying my policy is suspended, nope you cancelled it on 27/03/24. STAY CLEAR!!!!17/06/24Will I be getting my money refunded which is owed? 24/06/24Well no one has been in contact, so as guessed it’s a scam. You just reply on here but don’t do anything. Avoid this scam "
